RANK,PLAYER,POS,TEAM,BYE,CMP,ATT,CMP%,Y/A,PassingYDS,PassingTD,PassingINT,RushingAttempts,RushingYDS,RushingY/A,RushingTD,ReceivingTargets,ReceivingREC,ReceivingYDS,ReceivingY/R,ReceivingTD,Fumbles,Interceptions,FumbleRecoveries,Sacks,DefensiveTD,PointsAgainst,YardsAgainst,FGM,FGA,XPM,FPTS
456,Byron Pringle,WR,WAS,14,0,0,0,0,0,0,0,0,0,0,0,0,7,65.6,9.371428571,0.2,0,0,0,0,0,0,0,0,0,0,7.9
457,Rakim Jarrett,WR,TB,5,0,0,0,0,0,0,0,0,1.1,0,0,0,4.9,57,11.63265306,0.3,0,0,0,0,0,0,0,0,0,0,7.9
458,Cody Thompson,WR,SEA,5,0,0,0,0,0,0,0,0,1.9,0,0,0,3.9,60.5,15.51282051,0.3,0,0,0,0,0,0,0,0,0,0,7.8
459,Kevin Austin Jr.,WR,JAC,9,0,0,0,0,0,0,0,0,1.9,0,0,0,4.3,53.9,12.53488372,0.3,0,0,0,0,0,0,0,0,0,0,7.6
460,Erik Ezukanma,WR,MIA,10,0,0,0,0,0,0,0,0.1,0.8,8,0,0,5.3,59.3,11.18867925,0.3,0.1,0,0,0,0,0,0,0,0,0,7.4
461,Danny Gray,WR,SF,9,0,0,0,0,0,0,0,0.2,1.6,8,0,0,3.1,57.5,18.5483871,0.2,0.1,0,0,0,0,0,0,0,0,0,6.9
462,Maurice Alexander,WR,DET,9,0,0,0,0,0,0,0,0,0,0,0,0,3.6,48.2,13.38888889,0.3,0,0,0,0,0,0,0,0,0,0,6.8
463,Montrell Washington,WR,DEN,9,0,0,0,0,0,0,0,0,8.8,0,0,0,2.7,45.7,16.92592593,0.2,0,0,0,0,0,0,0,0,0,0,6.7
464,Matthew Slater,WR,NE,11,0,0,0,0,0,0,0,0,1.2,0,0,0,2.1,53.8,25.61904762,0.2,0,0,0,0,0,0,0,0,0,0,6.6
465,Joe Reed,WR,CHI,13,0,0,0,0,0,0,0,0,7.7,0,0,0,2.1,45.7,21.76190476,0.2,0,0,0,0,0,0,0,0,0,0,6.6
466,Andy Isabella,WR,BUF,13,0,0,0,0,0,0,0,0,6.8,0,0.1,0,2.5,42.3,16.92,0.2,0,0,0,0,0,0,0,0,0,0,6.6
467,Trinity Benson,WR,DET,9,0,0,0,0,0,0,0,0,0,0,0,0,3.5,46.8,13.37142857,0.3,0,0,0,0,0,0,0,0,0,0,6.6
468,Tim Jones,WR,JAC,9,0,0,0,0,0,0,0,0,0.5,0,0,0,3.8,49.9,13.13157895,0.3,0,0,0,0,0,0,0,0,0,0,6.6
469,Isaiah Coulter,WR,BUF,13,0,0,0,0,0,0,0,0,0,0,0,0,3.7,44.7,12.08108108,0.3,0,0,0,0,0,0,0,0,0,0,6.5
470,Dezmon Patmon,WR,BUF,13,0,0,0,0,0,0,0,0,0,0,0,0,3.7,44.2,11.94594595,0.3,0,0,0,0,0,0,0,0,0,0,6.4
471,Bo Melton,WR,GB,6,0,0,0,0,0,0,0,0,2.6,0,0,0,3.7,44.5,12.02702703,0.3,0,0,0,0,0,0,0,0,0,0,6.4
472,Jason Moore Jr.,WR,DET,9,0,0,0,0,0,0,0,0,0,0,0,0,3.9,50.9,13.05128205,0.2,0,0,0,0,0,0,0,0,0,0,6.4
473,Simi Fehoko,WR,DAL,7,0,0,0,0,0,0,0,0,0,0,0,0,3.6,43.1,11.97222222,0.3,0,0,0,0,0,0,0,0,0,0,6.4
474,Dennis Houston,WR,DAL,7,0,0,0,0,0,0,0,0,0,0,0,0,3.5,42.8,12.22857143,0.3,0,0,0,0,0,0,0,0,0,0,6.3
475,Cody Chrest,WR,GB,6,0,0,0,0,0,0,0,0,3.2,0,0,0,3.4,43.1,12.67647059,0.3,0,0,0,0,0,0,0,0,0,0,6.2
476,Stanley Morgan Jr.,WR,CIN,7,0,0,0,0,0,0,0,0,0,0,0,0,3.8,42.9,11.28947368,0.3,0,0,0,0,0,0,0,0,0,0,6.2
477,Seth Williams,WR,JAC,9,0,0,0,0,0,0,0,0,0,0,0,0,3.7,47.4,12.81081081,0.2,0,0,0,0,0,0,0,0,0,0,6.2
478,Jacob Harris,WR,JAC,9,0,0,0,0,0,0,0,0,0,0,0,0,3.7,46.5,12.56756757,0.2,0,0,0,0,0,0,0,0,0,0,6.1
479,Easop Winston Jr.,WR,SEA,5,0,0,0,0,0,0,0,0,1.9,0,0,0,3.5,46.2,13.2,0.2,0,0,0,0,0,0,0,0,0,0,6.1
480,KeeSean Johnson,WR,BUF,13,0,0,0,0,0,0,0,0,0,0,0,0,3.6,41.2,11.44444444,0.3,0,0,0,0,0,0,0,0,0,0,6
481,Jalen Virgil,WR,DEN,9,0,0,0,0,0,0,0,0,0,0,0,0,3.4,43.3,12.73529412,0.3,0,0,0,0,0,0,0,0,0,0,5.9
482,Keelan Doss,WR,LAC,5,0,0,0,0,0,0,0,0,3.4,0,0,0,2.4,40.2,16.75,0.2,0,0,0,0,0,0,0,0,0,0,5.7
483,Brandon Johnson,WR,DEN,9,0,0,0,0,0,0,0,0,0.7,0,0,0,3.5,42.9,12.25714286,0.2,0,0,0,0,0,0,0,0,0,0,5.7
484,Jaelon Darden,WR,CLE,5,0,0,0,0,0,0,0,0,2.8,0,0,0,2.3,44.1,19.17391304,0.2,0,0,0,0,0,0,0,0,0,0,5.7
485,Andre Baccellia,WR,ARI,14,0,0,0,0,0,0,0,0,0,0,0,0,3.7,46.2,12.48648649,0.2,0,0,0,0,0,0,0,0,0,0,5.6
486,Austin Trammell,WR,LAR,10,0,0,0,0,0,0,0,0,0,0,0,0,3.3,42.7,12.93939394,0.2,0,0,0,0,0,0,0,0,0,0,5.3
487,C.J. Saunders,WR,CAR,7,0,0,0,0,0,0,0,0,0,0,0,0,3.4,40.2,11.82352941,0.2,0,0,0,0,0,0,0,0,0,0,5.1
488,Trent Taylor,WR,CIN,7,0,0,0,0,0,0,0,0,5.8,0,0,0,2.3,32.2,14,0.2,0,0,0,0,0,0,0,0,0,0,5.1
489,Kawaan Baker,WR,NO,11,0,0,0,0,0,0,0,0,0,0,0,0,3.3,40,12.12121212,0.2,0,0,0,0,0,0,0,0,0,0,5
490,Cam Sims,WR,LV,13,0,0,0,0,0,0,0,0.1,0.3,3,0,0,3.4,44.8,13.17647059,0.1,0,0,0,0,0,0,0,0,0,0,5
491,Keke Coutee,WR,MIA,10,0,0,0,0,0,0,0,0,0,0,0,0,3.4,39,11.47058824,0.2,0,0,0,0,0,0,0,0,0,0,4.9
492,Dez Fitzpatrick,WR,PIT,6,0,0,0,0,0,0,0,0,0,0,0,0,3.2,39,12.1875,0.2,0,0,0,0,0,0,0,0,0,0,4.9
493,Keelan Cole Sr.,WR,LV,13,0,0,0,0,0,0,0,0,0,0,0,0,3.3,38.8,11.75757576,0.2,0,0,0,0,0,0,0,0,0,0,4.9
494,Michael Woods II,WR,CLE,5,0,0,0,0,0,0,0,0,0,0,0,0,3.1,38.7,12.48387097,0.2,0,0,0,0,0,0,0,0,0,0,4.9
495,Cody White,WR,PIT,6,0,0,0,0,0,0,0,0,0,0,0,0,3.3,38.6,11.6969697,0.2,0,0,0,0,0,0,0,0,0,0,4.9
496,Mason Kinsey,WR,TEN,7,0,0,0,0,0,0,0,0,0,0,0,0,3.1,38.5,12.41935484,0.2,0,0,0,0,0,0,0,0,0,0,4.9
497,Anthony Schwartz,WR,CLE,5,0,0,0,0,0,0,0,0,0,0,0,0,3,38.5,12.83333333,0.2,0,0,0,0,0,0,0,0,0,0,4.9
498,Dax Milne,WR,WAS,14,0,0,0,0,0,0,0,0.1,1.7,17,0,0,4,40.5,10.125,0.2,0.2,0,0,0,0,0,0,0,0,0,4.8
499,Bryce Ford-Wheaton,WR,NYG,13,0,0,0,0,0,0,0,0.2,1.2,6,0,0,0,46.6,0,0,0,0,0,0,0,0,0,0,0,0,4.8
500,Jalen Brooks,WR,DAL,7,0,0,0,0,0,0,0,0.2,1.2,6,0,0,0,46.6,0,0,0,0,0,0,0,0,0,0,0,0,4.8
501,Racey McMath,WR,TEN,7,0,0,0,0,0,0,0,0.2,1,5,0,0,3,41.5,13.83333333,0.1,0,0,0,0,0,0,0,0,0,0,4.8
502,N'Keal Harry,WR,MIN,13,0,0,0,0,0,0,0,0.4,3,7.5,0,0,0,46.1,0,0,0.1,0,0,0,0,0,0,0,0,0,4.7
503,Tylan Wallace,WR,BAL,13,0,0,0,0,0,0,0,0.2,1,5,0,0,3,40.1,13.36666667,0.1,0,0,0,0,0,0,0,0,0,0,4.6
504,Chris Conley,WR,SF,9,0,0,0,0,0,0,0,0,0,0,0,0,3,34.8,11.6,0.2,0,0,0,0,0,0,0,0,0,0,4.6
505,Jalen Camp,WR,HOU,7,0,0,0,0,0,0,0,0,3.4,0,0,0,2.1,32.4,15.42857143,0.1,0,0,0,0,0,0,0,0,0,0,4.5
506,Vyncint Smith,WR,IND,11,0,0,0,0,0,0,0,0,0,0,0,0,2.8,35,12.5,0.2,0,0,0,0,0,0,0,0,0,0,4.5
507,Mike Strachan,WR,IND,11,0,0,0,0,0,0,0,0,0,0,0,0,2.8,35,12.5,0.2,0,0,0,0,0,0,0,0,0,0,4.5
508,Josh Ali,WR,ATL,11,0,0,0,0,0,0,0,0,0,0,0,0,2.8,32.3,11.53571429,0.2,0,0,0,0,0,0,0,0,0,0,4.3
509,Daurice Fountain,WR,CHI,13,0,0,0,0,0,0,0,0,0,0,0,0,2.5,29.3,11.72,0.2,0,0,0,0,0,0,0,0,0,0,3.9
510,Greg Ward,WR,PHI,10,0,0,0,0,0,0,0,0,0.2,0,0,0,2.5,30.2,12.08,0.2,0,0,0,0,0,0,0,0,0,0,3.9
511,Nsimba Webster,WR,CHI,13,0,0,0,0,0,0,0,0,0,0,0,0,2.5,29.1,11.64,0.2,0,0,0,0,0,0,0,0,0,0,3.9
512,Keith Kirkwood,WR,NO,11,0,0,0,0,0,0,0,0,0.1,0,0,0,2.4,30.2,12.58333333,0.1,0,0,0,0,0,0,0,0,0,0,3.9
513,James Proche II,WR,BAL,13,0,0,0,0,0,0,0,0,0.8,0,0,0,1.8,31.4,17.44444444,0.1,0,0,0,0,0,0,0,0,0,0,3.8
514,Miles Boykin,WR,PIT,6,0,0,0,0,0,0,0,0,0.3,0,0,0,1.6,28.4,17.75,0.1,0,0,0,0,0,0,0,0,0,0,3.5
515,Alex Erickson,WR,NYJ,7,0,0,0,0,0,0,0,0,0.2,0,0,0,1.9,23.7,12.47368421,0.1,0,0,0,0,0,0,0,0,0,0,3.1
516,Breshad Perriman,WR,IND,11,0,0,0,0,0,0,0,0,0.7,0,0,0,0.9,14.7,16.33333333,0.1,0,0,0,0,0,0,0,0,0,0,2
517,Jason Brownlee,WR,NYJ,7,0,0,0,0,0,0,0,0,0.4,0,0,0,0.8,9.7,12.125,0.1,0,0,0,0,0,0,0,0,0,0,1.5
518,Kirk Merritt,WR,NO,11,0,0,0,0,0,0,0,0,0.3,0,0,0,0.1,5.9,59,0,0,0,0,0,0,0,0,0,0,0,0.8
519,Laquon Treadwell,WR,BAL,13,0,0,0,0,0,0,0,0,0,0,0,0,0.1,2.4,24,0,0,0,0,0,0,0,0,0,0,0,0.2
520,Travis Kelce,TE,KC,10,0,0,0,0,0,0,0,0,0,0,0,0,105.5,1236.50,11.72037915,9.9,0.6,0,0,0,0,0,0,0,0,0,181.8
521,Mark Andrews,TE,BAL,13,0,0,0,0,0,0,0,0,0,0,0,0,74.8,885.9,11.84358289,6.4,0.2,0,0,0,0,0,0,0,0,0,128.4
522,T.J. Hockenson,TE,MIN,13,0,0,0,0,0,0,0,0,0,0,0,0,80.9,833.5,10.30284302,5.7,0.5,0,0,0,0,0,0,0,0,0,116.6
523,George Kittle,TE,SF,9,0,0,0,0,0,0,0,0,0,0,0,0,60.4,779.1,12.89900662,5.9,0.5,0,0,0,0,0,0,0,0,0,113.1
524,Darren Waller,TE,NYG,13,0,0,0,0,0,0,0,0,0,0,0,0,65.9,799.6,12.13353566,4.9,0.3,0,0,0,0,0,0,0,0,0,108.6
525,Kyle Pitts,TE,ATL,11,0,0,0,0,0,0,0,0,0,0,0,0,59.5,790,13.27731092,4,0.1,0,0,0,0,0,0,0,0,0,102.9
526,Dallas Goedert,TE,PHI,10,0,0,0,0,0,0,0,0,0,0,0,0,64.2,738.1,11.49688474,4.1,0.5,0,0,0,0,0,0,0,0,0,97.5
527,Pat Freiermuth,TE,PIT,6,0,0,0,0,0,0,0,0,0,0,0,0,59.7,634.9,10.63484087,4.1,0.2,0,0,0,0,0,0,0,0,0,87.5
528,Evan Engram,TE,JAC,9,0,0,0,0,0,0,0,0,0,0,0,0,62.6,653.3,10.43610224,3.6,0.2,0,0,0,0,0,0,0,0,0,87.4
529,David Njoku,TE,CLE,5,0,0,0,0,0,0,0,0,0,0,0,0,52.8,577.8,10.94318182,4.3,0.4,0,0,0,0,0,0,0,0,0,83.4
530,Chigoziem Okonkwo,TE,TEN,7,0,0,0,0,0,0,0,0,0,0,0,0,46.9,572.9,12.21535181,3.8,0.1,0,0,0,0,0,0,0,0,0,82.8
531,Dalton Schultz,TE,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,56,574.7,10.2625,4.2,0.5,0,0,0,0,0,0,0,0,0,81.5
532,Tyler Higbee,TE,LAR,10,0,0,0,0,0,0,0,0,0,0,0,0,61.3,578.1,9.430668842,3.5,0.1,0,0,0,0,0,0,0,0,0,78.9
533,Greg Dulcich,TE,DEN,9,0,0,0,0,0,0,0,0,0,0,0,0,46.2,569.9,12.33549784,3.6,0.1,0,0,0,0,0,0,0,0,0,78.2
534,Cole Kmet,TE,CHI,13,0,0,0,0,0,0,0,0,0,0,0,0,47.2,510.3,10.81144068,4.2,0.2,0,0,0,0,0,0,0,0,0,75.8
535,Gerald Everett,TE,LAC,5,0,0,0,0,0,0,0,0,0,0,0,0,51.1,527.8,10.32876712,3.7,0.3,0,0,0,0,0,0,0,0,0,74.7
536,Juwan Johnson,TE,NO,11,0,0,0,0,0,0,0,0,0,0,0,0,40.3,476.9,11.8337469,4.2,0.1,0,0,0,0,0,0,0,0,0,72.5
537,Dalton Kincaid,TE,BUF,13,0,0,0,0,0,0,0,0,0,0,0,0,43,492.2,11.44651163,3.9,0.4,0,0,0,0,0,0,0,0,0,72.1
538,Sam LaPorta,TE,DET,9,0,0,0,0,0,0,0,0,0,0,0,0,42.6,466.2,10.94366197,3.5,0.6,0,0,0,0,0,0,0,0,0,66.5
539,Hunter Henry,TE,NE,11,0,0,0,0,0,0,0,0,0,0,0,0,41.1,486.4,11.83454988,2.9,0.1,0,0,0,0,0,0,0,0,0,66.1
540,Irv Smith Jr.,TE,CIN,7,0,0,0,0,0,0,0,0,0,0,0,0,43.4,412.3,9.5,4.1,0.1,0,0,0,0,0,0,0,0,0,65.9
541,Noah Fant,TE,SEA,5,0,0,0,0,0,0,0,0,0,0,0,0,43.7,451.7,10.33638444,2.9,0.1,0,0,0,0,0,0,0,0,0,62.5
542,Dawson Knox,TE,BUF,13,0,0,0,0,0,0,0,0,0,0,0,0,36,401.5,11.15277778,3.5,0.2,0,0,0,0,0,0,0,0,0,61
543,Hayden Hurst,TE,CAR,7,0,0,0,0,0,0,0,0,0,0,0,0,46.3,440,9.503239741,2.9,0.5,0,0,0,0,0,0,0,0,0,60.5
544,Zach Ertz,TE,ARI,14,0,0,0,0,0,0,0,0,0,0,0,0,44.7,439.5,9.832214765,2.8,0.1,0,0,0,0,0,0,0,0,0,60.2
545,Jelani Woods,TE,IND,11,0,0,0,0,0,0,0,0,0,0,0,0,34.7,425.8,12.27089337,2.9,0.1,0,0,0,0,0,0,0,0,0,59.9
546,Taysom Hill,TE,NO,11,0,0,0,0,0,0,0,0,0,0,0,0,14.3,192.3,13.44755245,1.7,1.1,0,0,0,0,0,0,0,0,0,59.6
547,Cade Otton,TE,TB,5,0,0,0,0,0,0,0,0,0,0,0,0,45.2,451.9,9.997787611,2.4,0.1,0,0,0,0,0,0,0,0,0,59.4
548,Tyler Conklin,TE,NYJ,7,0,0,0,0,0,0,0,0,0,0,0,0,45.2,424.5,9.39159292,2.4,0.1,0,0,0,0,0,0,0,0,0,56.8
549,Mike Gesicki,TE,NE,11,0,0,0,0,0,0,0,0,0,0,0,0,35.4,404.6,11.42937853,2.6,0.1,0,0,0,0,0,0,0,0,0,56.1
550,Michael Mayer,TE,LV,13,0,0,0,0,0,0,0,0,0,0,0,0,37.8,394.4,10.43386243,2.6,0.4,0,0,0,0,0,0,0,0,0,54.3
551,Jake Ferguson,TE,DAL,7,0,0,0,0,0,0,0,0,0,0,0,0,37.3,370.8,9.941018767,2.9,0.1,0,0,0,0,0,0,0,0,0,54.3
552,Logan Thomas,TE,WAS,14,0,0,0,0,0,0,0,0,0,0,0,0,42.6,409.3,9.607981221,2.2,0.1,0,0,0,0,0,0,0,0,0,53.6
553,Luke Musgrave,TE,GB,6,0,0,0,0,0,0,0,0,0,0,0,0,34.9,368.5,10.55873926,2.3,0.4,0,0,0,0,0,0,0,0,0,50.3
554,Trey McBride,TE,ARI,14,0,0,0,0,0,0,0,0,0,0,0,0,35.7,378.1,10.59103641,2,0.1,0,0,0,0,0,0,0,0,0,49.7
555,Isaiah Likely,TE,BAL,13,0,0,0,0,0,0,0,0,0,0,0,0,24,294.7,12.27916667,2.1,0,0,0,0,0,0,0,0,0,0,42.3
556,Austin Hooper,TE,LV,13,0,0,0,0,0,0,0,0,0,0,0,0,28.2,298.6,10.58865248,1.7,0,0,0,0,0,0,0,0,0,0,40
557,Noah Gray,TE,KC,10,0,0,0,0,0,0,0,0,0,0,0,0,22.2,240.4,10.82882883,1.4,0,0,0,0,0,0,0,0,0,0,33
558,Luke Schoonmaker,TE,DAL,7,0,0,0,0,0,0,0,0,0,0,0,0,21,236.2,11.24761905,1.5,0.3,0,0,0,0,0,0,0,0,0,32
559,Donald Parham Jr.,TE,LAC,5,0,0,0,0,0,0,0,0,0,0,0,0,17.7,208.3,11.76836158,1.6,0,0,0,0,0,0,0,0,0,0,30.4
560,Jonnu Smith,TE,ATL,11,0,0,0,0,0,0,0,0,0,0,0,0,19.6,222.5,11.35204082,1.2,0,0,0,0,0,0,0,0,0,0,30.4
561,Foster Moreau,TE,NO,11,0,0,0,0,0,0,0,0,0,0,0,0,16.7,232.1,13.89820359,1.2,0.4,0,0,0,0,0,0,0,0,0,29.6
562,Will Dissly,TE,SEA,5,0,0,0,0,0,0,0,0,0,0,0,0,20.9,222,10.62200957,1.2,0.1,0,0,0,0,0,0,0,0,0,29.5
563,Brock Wright,TE,DET,9,0,0,0,0,0,0,0,0,0,0,0,0,16.8,178,10.5952381,1.9,0,0,0,0,0,0,0,0,0,0,29.3
564,Robert Tonyan,TE,CHI,13,0,0,0,0,0,0,0,0,0,0,0,0,18.4,205.3,11.1576087,1.4,0,0,0,0,0,0,0,0,0,0,29.1
565,C.J. Uzomah,TE,NYJ,7,0,0,0,0,0,0,0,0,0,0,0,0,18,190.1,10.56111111,1.4,0,0,0,0,0,0,0,0,0,0,27.3
566,Adam Trautman,TE,DEN,9,0,0,0,0,0,0,0,0,0,0,0,0,18.4,209.8,11.40217391,1.1,0.2,0,0,0,0,0,0,0,0,0,27.1
567,Kylen Granson,TE,IND,11,0,0,0,0,0,0,0,0,0,0,0,0,18.9,213.1,11.27513228,0.8,0,0,0,0,0,0,0,0,0,0,26.7
568,Durham Smythe,TE,MIA,10,0,0,0,0,0,0,0,0,0,0,0,0,20.3,197.7,9.738916256,1.1,0,0,0,0,0,0,0,0,0,0,26.7
569,Jordan Akins,TE,CLE,5,0,0,0,0,0,0,0,0,0,0,0,0,16.3,197.3,12.10429448,1.1,0.1,0,0,0,0,0,0,0,0,0,26.3
570,Brenton Strange,TE,JAC,9,0,0,0,0,0,0,0,0,0,0,0,0,20.4,186,9.117647059,1.3,0.3,0,0,0,0,0,0,0,0,0,25.8
571,Josiah Deguara,TE,GB,6,0,0,0,0,0,0,0,0,0,0,0,0,20.4,188.2,9.225490196,1.1,0,0,0,0,0,0,0,0,0,0,25.3
572,Harrison Bryant,TE,CLE,5,0,0,0,0,0,0,0,0,0,0,0,0,17.5,181.2,10.35428571,1.1,0.2,0,0,0,0,0,0,0,0,0,24.1
573,Mo Alie-Cox,TE,IND,11,0,0,0,0,0,0,0,0,0,0,0,0,12.8,166.1,12.9765625,1.3,0.4,0,0,0,0,0,0,0,0,0,23.8
574,Jimmy Graham,TE,NO,11,0,0,0,0,0,0,0,0,0,0,0,0,16.3,166.6,10.2208589,1,0.1,0,0,0,0,0,0,0,0,0,22.8
575,Tucker Kraft,TE,GB,6,0,0,0,0,0,0,0,0,0,0,0,0,14.3,171,11.95804196,1,0.3,0,0,0,0,0,0,0,0,0,22.7
576,Josh Oliver,TE,MIN,13,0,0,0,0,0,0,0,0,0,0,0,0,15.6,156.1,10.00641026,1.2,0,0,0,0,0,0,0,0,0,0,22.6
577,Tommy Tremble,TE,CAR,7,0,0,0,0,0,0,0,0,0,0,0,0,15.2,147.7,9.717105263,1.4,0.4,0,0,0,0,0,0,0,0,0,22.4
578,Elijah Higgins,TE,MIA,10,0,0,0,0,0,0,0,0,0,0,0,0,11,173.4,15.76363636,0.7,0.1,0,0,0,0,0,0,0,0,0,21.4
579,Colby Parkinson,TE,SEA,5,0,0,0,0,0,0,0,0,0,0,0,0,14,163.5,11.67857143,0.8,0,0,0,0,0,0,0,0,0,0,21.4
580,Ian Thomas,TE,CAR,7,0,0,0,0,0,0,0,0,0,0,0,0,17,165.2,9.717647059,0.8,0,0,0,0,0,0,0,0,0,0,21.1
581,Brevin Jordan,TE,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,13,167.2,12.86153846,0.7,0,0,0,0,0,0,0,0,0,0,20.9
582,Darnell Washington,TE,PIT,6,0,0,0,0,0,0,0,0,0,0,0,0,13.3,169.4,12.73684211,0.7,0.3,0,0,0,0,0,0,0,0,0,20.9
583,Teagan Quitoriano,TE,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,12.4,148,11.93548387,1,0.1,0,0,0,0,0,0,0,0,0,20.7
584,Daniel Bellinger,TE,NYG,13,0,0,0,0,0,0,0,0,0,0,0,0,13.5,162.7,12.05185185,0.8,0.3,0,0,0,0,0,0,0,0,0,20.6
585,Lawrence Cager,TE,NYG,13,0,0,0,0,0,0,0,0,0,0,0,0,11.5,134,11.65217391,1,0,0,0,0,0,0,0,0,0,0,19.7
586,Albert Okwuegbunam,TE,DEN,9,0,0,0,0,0,0,0,0,0,0,0,0,8.8,150.1,17.05681818,0.8,0.3,0,0,0,0,0,0,0,0,0,19.6
587,Charlie Kolar,TE,BAL,13,0,0,0,0,0,0,0,0,0,0,0,0,11.8,138.3,11.72033898,0.8,0,0,0,0,0,0,0,0,0,0,18.9
588,Brycen Hopkins,TE,LAR,10,0,0,0,0,0,0,0,0,0,0,0,0,11.8,140,11.86440678,0.8,0,0,0,0,0,0,0,0,0,0,18.8
589,Peyton Hendershot,TE,DAL,7,0,0,0,0,0,0,0,0,0,0,0,0,9.2,121,13.15217391,1,0.1,0,0,0,0,0,0,0,0,0,18.5
590,Eric Saubert,TE,MIA,10,0,0,0,0,0,0,0,0,0,0,0,0,13.7,130.3,9.510948905,0.9,0,0,0,0,0,0,0,0,0,0,18.4
