RANK,PLAYER,POS,TEAM,BYE,CMP,ATT,CMP%,Y/A,PassingYDS,PassingTD,PassingINT,RushingAttempts,RushingYDS,RushingY/A,RushingTD,ReceivingTargets,ReceivingREC,ReceivingYDS,ReceivingY/R,ReceivingTD,Fumbles,Interceptions,FumbleRecoveries,Sacks,DefensiveTD,PointsAgainst,YardsAgainst,FGM,FGA,XPM,FPTS
591,Blake Bell,TE,KC,10,0,0,0,0,0,0,0,0,0,0,0,0,11.4,90.9,7.973684211,1,0,0,0,0,0,0,0,0,0,0,17.2
592,John Bates,TE,WAS,14,0,0,0,0,0,0,0,0,0,0,0,0,13.4,132.5,9.888059701,0.6,0,0,0,0,0,0,0,0,0,0,17
593,Dan Arnold,TE,PHI,10,0,0,0,0,0,0,0,0,0,0,0,0,8.3,127.2,15.3253012,0.7,0.1,0,0,0,0,0,0,0,0,0,17
594,Hunter Long,TE,LAR,10,0,0,0,0,0,0,0,0,0,0,0,0,10.3,125.6,12.19417476,0.7,0.1,0,0,0,0,0,0,0,0,0,16.7
595,Miller Forristall,TE,CLE,5,0,0,0,0,0,0,0,0,0,0,0,0,10,105,10.5,1,0,0,0,0,0,0,0,0,0,0,16.5
596,Payne Durham,TE,TB,5,0,0,0,0,0,0,0,0,0,0,0,0,13.9,125.5,9.028776978,0.7,0.4,0,0,0,0,0,0,0,0,0,16.5
597,Cameron Latu,TE,SF,9,0,0,0,0,0,0,0,0,0,0,0,0,11.5,117.4,10.20869565,0.8,0,0,0,0,0,0,0,0,0,0,16.4
598,Ko Kieft,TE,TB,5,0,0,0,0,0,0,0,0,0,0,0,0,11.5,117.7,10.23478261,0.7,0.1,0,0,0,0,0,0,0,0,0,16
599,Connor Heyward,TE,PIT,6,0,0,0,0,0,0,0,0,0,0,0,0,9,101.9,11.32222222,0.7,0.1,0,0,0,0,0,0,0,0,0,15.7
600,Geoff Swaim,TE,ARI,14,0,0,0,0,0,0,0,0,0,0,0,0,20.9,110.4,5.282296651,0.7,0,0,0,0,0,0,0,0,0,0,15.2
601,James Mitchell,TE,DET,9,0,0,0,0,0,0,0,0,0,0,0,0,8.7,111.7,12.83908046,0.7,0,0,0,0,0,0,0,0,0,0,15
602,Tre' McKitty,TE,LAC,5,0,0,0,0,0,0,0,0,0,0,0,0,10.6,110.1,10.38679245,0.7,0,0,0,0,0,0,0,0,0,0,15
603,Andrew Ogletree,TE,IND,11,0,0,0,0,0,0,0,0,0,0,0,0,10,88,8.8,1,0,0,0,0,0,0,0,0,0,0,14.8
604,Josh Whyle,TE,TEN,7,0,0,0,0,0,0,0,0,0,0,0,0,9.2,104.3,11.33695652,0.7,0,0,0,0,0,0,0,0,0,0,14.6
605,Davis Allen,TE,LAR,10,0,0,0,0,0,0,0,0,0,0,0,0,16.2,101.8,6.283950617,0.8,0.4,0,0,0,0,0,0,0,0,0,14.4
606,Andrew Beck,TE,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,8.6,85.9,9.988372093,0.7,0,0,0,0,0,0,0,0,0,0,14.1
607,Zack Kuntz,TE,NYJ,7,0,0,0,0,0,0,0,0,0,0,0,0,7.1,104.4,14.70422535,0.5,0,0,0,0,0,0,0,0,0,0,13.5
608,Jeremy Ruckert,TE,NYJ,7,0,0,0,0,0,0,0,0,0,0,0,0,6.2,100.2,16.16129032,0.5,0,0,0,0,0,0,0,0,0,0,13.1
609,Jack Stoll,TE,PHI,10,0,0,0,0,0,0,0,0,0,0,0,0,10,105.8,10.58,0.4,0,0,0,0,0,0,0,0,0,0,13.1
610,Tyler Kroft,TE,MIA,10,0,0,0,0,0,0,0,0,0,0,0,0,7.2,89.1,12.375,0.6,0,0,0,0,0,0,0,0,0,0,12.7
611,Zach Gentry,TE,PIT,6,0,0,0,0,0,0,0,0,0,0,0,0,10.6,94.2,8.886792453,0.5,0,0,0,0,0,0,0,0,0,0,12.6
612,Cole Turner,TE,WAS,14,0,0,0,0,0,0,0,0,0,0,0,0,4.8,98.6,20.54166667,0.4,0.1,0,0,0,0,0,0,0,0,0,11.9
613,Trevon Wesco,TE,TEN,7,0,0,0,0,0,0,0,0,0,0,0,0,7.9,82.7,10.46835443,0.6,0,0,0,0,0,0,0,0,0,0,11.8
614,Marcedes Lewis,TE,CHI,13,0,0,0,0,0,0,0,0,0,0,0,0,8,49,6.125,1.1,0,0,0,0,0,0,0,0,0,0,11.5
615,Stephen Sullivan,TE,CAR,7,0,0,0,0,0,0,0,0,0,0,0,0,8.8,84,9.545454545,0.5,0,0,0,0,0,0,0,0,0,0,11.4
616,Tanner Hudson,TE,CIN,7,0,0,0,0,0,0,0,0,0,0,0,0,8,86.6,10.825,0.4,0,0,0,0,0,0,0,0,0,0,11.3
617,Will Mallory,TE,IND,11,0,0,0,0,0,0,0,0,0,0,0,0,6.6,79.6,12.06060606,0.5,0,0,0,0,0,0,0,0,0,0,11.2
618,Ross Dwelley,TE,SF,9,0,0,0,0,0,0,0,0,0,0,0,0,3.6,76.2,21.16666667,0.6,0,0,0,0,0,0,0,0,0,0,11.1
619,Jody Fortson,TE,KC,10,0,0,0,0,0,0,0,0,0,0,0,0,6.1,96.4,15.80327869,0.4,0.5,0,0,0,0,0,0,0,0,0,11.1
620,Brayden Willis,TE,SF,9,0,0,0,0,0,0,0,0,0,0,0,0,10,72,7.2,0.7,0,0,0,0,0,0,0,0,0,0,11.1
621,Drew Sample,TE,CIN,7,0,0,0,0,0,0,0,0,0,0,0,0,8.6,78.9,9.174418605,0.5,0.1,0,0,0,0,0,0,0,0,0,10.8
622,Tyree Jackson,TE,PHI,10,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0.3,0.1,0,0,0,0,0,0,0,0,0,10.7
623,Quintin Morris,TE,BUF,13,0,0,0,0,0,0,0,0,0,0,0,0,5.7,78.4,13.75438596,0.4,0.1,0,0,0,0,0,0,0,0,0,10.4
624,Luke Farrell,TE,JAC,9,0,0,0,0,0,0,0,0,0,0,0,0,6.5,75.8,11.66153846,0.4,0,0,0,0,0,0,0,0,0,0,10.1
625,Johnny Mundt,TE,MIN,13,0,0,0,0,0,0,0,0,0,0,0,0,6.9,74.5,10.79710145,0.4,0,0,0,0,0,0,0,0,0,0,9.8
626,Jesper Horsted,TE,LV,13,0,0,0,0,0,0,0,0,0,0,0,0,5.8,68.3,11.77586207,0.5,0,0,0,0,0,0,0,0,0,0,9.7
627,Curtis Hodges,TE,WAS,14,0,0,0,0,0,0,0,0,0,0,0,0,6.3,59.6,9.46031746,0.6,0,0,0,0,0,0,0,0,0,0,9.6
628,Armani Rogers,TE,WAS,14,0,0,0,0,0,0,0,0,0,0,0,0,7.3,74.2,10.16438356,0.4,0.1,0,0,0,0,0,0,0,0,0,9.6
629,Chris Manhertz,TE,DEN,9,0,0,0,0,0,0,0,0,0,0,0,0,5.6,69,12.32142857,0.4,0,0,0,0,0,0,0,0,0,0,9.5
630,Stone Smartt,TE,LAC,5,0,0,0,0,0,0,0,0,0,0,0,0,9,59.3,6.588888889,0.6,0,0,0,0,0,0,0,0,0,0,9.3
631,Kevin Rader,TE,TEN,7,0,0,0,0,0,0,0,0,0,0,0,0,5.5,66,12,0.4,0.1,0,0,0,0,0,0,0,0,0,9.2
632,Giovanni Ricci,TE,CAR,7,0,0,0,0,0,0,0,0,0,0,0,0,2.4,63.8,26.58333333,0.3,0.1,0,0,0,0,0,0,0,0,0,8.4
633,Shane Zylstra,TE,DET,9,0,0,0,0,0,0,0,0,0,0,0,0,3.9,66.1,16.94871795,0.3,0.1,0,0,0,0,0,0,0,0,0,8.4
634,Grant Calcaterra,TE,PHI,10,0,0,0,0,0,0,0,0,0,0,0,0,3.4,65.9,19.38235294,0.3,0.1,0,0,0,0,0,0,0,0,0,8.3
635,Mitchell Wilcox,TE,CIN,7,0,0,0,0,0,0,0,0,0,0,0,0,6.3,63.7,10.11111111,0.3,0,0,0,0,0,0,0,0,0,0,7.8
636,Anthony Firkser,TE,NE,11,0,0,0,0,0,0,0,0,0,0,0,0,5.8,54.3,9.362068966,0.4,0,0,0,0,0,0,0,0,0,0,7.5
637,Eric Tomlinson,TE,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,5.5,49.9,9.072727273,0.4,0,0,0,0,0,0,0,0,0,0,7.2
638,Nick Vannett,TE,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,4.7,44.3,9.425531915,0.4,0,0,0,0,0,0,0,0,0,0,6.9
639,Charlie Woerner,TE,SF,9,0,0,0,0,0,0,0,0,0,0,0,0,3.4,50.7,14.91176471,0.3,0.1,0,0,0,0,0,0,0,0,0,6.8
640,Devin Asiasi,TE,CIN,7,0,0,0,0,0,0,0,0,0,0,0,0,2.4,52.9,22.04166667,0.2,0.1,0,0,0,0,0,0,0,0,0,6.6
641,Tyler Davis,TE,GB,6,0,0,0,0,0,0,0,0,0,0,0,0,2.5,43.2,17.28,0.3,0.1,0,0,0,0,0,0,0,0,0,6
642,David Wells,TE,TB,5,0,0,0,0,0,0,0,0,0,0,0,0,3.2,31.7,9.90625,0.4,0,0,0,0,0,0,0,0,0,0,5.9
643,Dominique Dafney,TE,TB,5,0,0,0,0,0,0,0,0,0,0,0,0,3.9,39.8,10.20512821,0.3,0,0,0,0,0,0,0,0,0,0,5.8
644,Tanner Conner,TE,MIA,10,0,0,0,0,0,0,0,0,0,0,0,0,3.9,37.7,9.666666667,0.3,0,0,0,0,0,0,0,0,0,0,5.5
645,MyCole Pruitt,TE,ATL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,30.6,0,0.4,0,0,0,0,0,0,0,0,0,0,5.5
646,Jacob Hollister,TE,LV,13,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0.5,0,0,0,0,0,0,0,0,0,0,5.4
647,Kendall Blanton,TE,KC,10,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0.3,0,0,0,0,0,0,0,0,0,0,5.3
648,Parker Hesse,TE,ATL,11,0,0,0,0,0,0,0,0,0,0,0,0,2,44.6,22.3,0.1,0,0,0,0,0,0,0,0,0,0,5.1
649,Mason Schreck,TE,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,3.6,35.2,9.777777778,0.2,0,0,0,0,0,0,0,0,0,0,5
650,Dalton Keene,TE,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,3.6,35.1,9.75,0.2,0,0,0,0,0,0,0,0,0,0,5
651,Tommy Sweeney,TE,NYG,13,0,0,0,0,0,0,0,0,0,0,0,0,3.7,34,9.189189189,0.3,0,0,0,0,0,0,0,0,0,0,4.9
652,Noah Togiai,TE,ARI,14,0,0,0,0,0,0,0,0,0,0,0,0,3,32.8,10.93333333,0.3,0,0,0,0,0,0,0,0,0,0,4.9
653,Chris Myarick,TE,NYG,13,0,0,0,0,0,0,0,0,0,0,0,0,3.7,33,8.918918919,0.2,0,0,0,0,0,0,0,0,0,0,4.5
654,Tyler Mabry,TE,SEA,5,0,0,0,0,0,0,0,0,0,0,0,0,2.8,29.7,10.60714286,0.2,0,0,0,0,0,0,0,0,0,0,4.3
655,Feleipe Franks,TE,ATL,11,0,0,0,0,0,0,0,0,0,0,0,0,3.1,29,9.35483871,0.2,0,0,0,0,0,0,0,0,0,0,4.2
656,Kaden Smith,TE,WAS,14,0,0,0,0,0,0,0,0,0,0,0,0,3.2,29.2,9.125,0.2,0,0,0,0,0,0,0,0,0,0,3.9
657,Reggie Gilliam,TE,BUF,13,0,0,0,0,0,0,0,0,0,0,0,0,3.6,19.6,5.444444444,0.2,0,0,0,0,0,0,0,0,0,0,3.7
658,Matt Sokol,TE,NE,11,0,0,0,0,0,0,0,0,0,0,0,0,1.7,17.2,10.11764706,0.3,0,0,0,0,0,0,0,0,0,0,3.6
659,Sean McKeon,TE,DAL,7,0,0,0,0,0,0,0,0,0,0,0,0,1,17.8,17.8,0.3,0,0,0,0,0,0,0,0,0,0,3.5
660,Pharaoh Brown,TE,IND,11,0,0,0,0,0,0,0,0,0,0,0,0,1.9,26.8,14.10526316,0.1,0.1,0,0,0,0,0,0,0,0,0,3.1
661,Hunter Kampmoyer,TE,LAC,5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3.9,7.8,0.1,0,0,0,0,0,0,0,0,0,0,0.8
662,Ben Mason,TE,BAL,13,0,0,0,0,0,0,0,0,0,0,0,0,0.3,2,6.666666667,0,0,0,0,0,0,0,0,0,0,0,0.2
663,Zane Gonzalez,K,SF,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.8,35.8,41,130.5
664,Greg Joseph,K,MIN,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.2,33.7,40.1,124.9
665,Justin Tucker,K,BAL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,31.7,40.9,124.3
666,Jason Myers,K,SEA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5,33.1,38.9,124.3
667,Harrison Butker,K,KC,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,29.3,49.5,124.1
668,Evan McPherson,K,CIN,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,31.7,43.2,123.1
669,Tyler Bass,K,BUF,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,32,43.5,123
670,Daniel Carlson,K,LV,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,33.7,35.5,122.5
671,Jake Elliott,K,PHI,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,29.2,44.6,121.3
672,Younghoe Koo,K,ATL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,33.6,34.5,120.9
673,Graham Gano,K,NYG,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.8,33,32.7,119
674,Riley Patterson,K,DET,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,31.4,40.9,118.9
675,Brandon McManus,K,JAC,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.1,34,34.3,118.5
676,Cameron Dicker,K,LAC,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,32.1,38.7,118.2
677,Jason Sanders,K,MIA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4,33.2,35.1,117.4
678,Cairo Santos,K,CHI,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,31.4,35.6,116.1
679,Jake Moody,K,SF,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.4,31,40,116.1
680,Chase McLaughlin,K,TB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,30.9,36.2,115.4
681,Nick Folk,K,NE,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,30.6,34.3,115
682,Wil Lutz,K,NO,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,31.2,38.2,114.8
683,Eddy Pineiro,K,CAR,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6,31.7,31.6,114.4
684,Chris Boswell,K,PIT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,32.6,33.2,113.9
685,Greg Zuerlein,K,NYJ,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2,35,32.2,113.7
686,Brett Maher,K,DEN,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,31.7,32.4,113.3
687,Cade York,K,CLE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,31.7,38.2,113.3
688,Dustin Hopkins,K,LAC,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7,31.5,36.1,113.1
689,Matt Gay,K,IND,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,31.4,32.5,112.9
690,Brandon Aubrey,K,DAL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.1,29.4,39.6,111.8
691,Matt Prater,K,ARI,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.7,30.8,34,111.1
692,Anders Carlson,K,GB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,29.2,38.8,110.9
693,Ka'imi Fairbairn,K,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.7,31.2,29.8,110
694,Chad Ryland,K,NE,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,29.9,32.6,107.2
695,Rodrigo Blankenship,K,TB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9,28.3,34.7,106.4
696,Tanner Brown,K,LAR,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.9,28.9,33.6,105.4
697,Joey Slye,K,WAS,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,30.8,28.2,104.7
698,Caleb Shudak,K,TEN,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,24.2,22.2,82.8
699,Dallas Cowboys,DST,DAL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,11.9,46.6,18.7,359.1,5676.10,0,0,0,115.8
700,Philadelphia Eagles,DST,PHI,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,9.5,53.4,16.1,359.2,5566.40,0,0,0,114.5
701,New England Patriots,DST,NE,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8,9.4,45.3,13.8,358.8,5704.10,0,0,0,111.3
702,Pittsburgh Steelers,DST,PIT,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,8.8,49.8,13,349.4,5616.10,0,0,0,109.4
703,Indianapolis Colts,DST,IND,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,11,44,16.6,387.1,5670.20,0,0,0,109.2
704,Cleveland Browns,DST,CLE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,9.7,45.6,15,364.9,5571.40,0,0,0,109.1
705,San Francisco 49ers,DST,SF,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,10,47.7,16,315.1,5503.10,0,0,0,108.2
706,Kansas City Chiefs,DST,KC,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9.7,46.8,14.7,373.5,5737.70,0,0,0,108
707,Washington Commanders,DST,WAS,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,9.5,47.8,15.4,380.2,5656.90,0,0,0,107.4
708,Miami Dolphins,DST,MIA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,9.6,45.9,15.1,366.8,5593.00,0,0,0,107.2
709,New Orleans Saints,DST,NO,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9.1,46.6,12.9,335.2,5333.40,0,0,0,106.7
710,Buffalo Bills,DST,BUF,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,9.6,43.6,13.6,327.4,5572.80,0,0,0,106.2
711,Green Bay Packers,DST,GB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,8.9,42.7,13.5,370.5,5807.00,0,0,0,106
712,New York Jets,DST,NYJ,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,8.7,45.3,13.4,354.1,5495.10,0,0,0,105.4
713,Seattle Seahawks,DST,SEA,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,9.9,43.9,15.7,380.7,5943.20,0,0,0,104.7
714,Los Angeles Chargers,DST,LAC,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,9.8,42.6,15.4,399.8,6126.70,0,0,0,104.1
715,Minnesota Vikings,DST,MIN,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,9.9,42.5,14.5,420.9,6114.10,0,0,0,103.7
716,Detroit Lions,DST,DET,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,10.1,42.2,15.9,410.9,6168.40,0,0,0,103.6
717,Houston Texans,DST,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9,10.6,41.2,15,391.6,5748.10,0,0,0,103.5
718,Baltimore Ravens,DST,BAL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,10,44.9,16.4,345.8,5773.90,0,0,0,102.9
719,Tampa Bay Buccaneers,DST,TB,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,11,43,17.2,378.1,5691.90,0,0,0,101.9
720,Jacksonville Jaguars,DST,JAC,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,10.1,39.3,16.1,359,5708.60,0,0,0,100.4
721,New York Giants,DST,NYG,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6,10.2,41.1,17.4,388.5,6019.60,0,0,0,100
722,Los Angeles Rams,DST,LAR,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1,8.3,43.3,12.3,397.7,5884.00,0,0,0,99.9
723,Tennessee Titans,DST,TEN,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,8.5,41.4,12.7,355.5,5611.10,0,0,0,99.8
724,Cincinnati Bengals,DST,CIN,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,10,40,15.8,350.1,5770.40,0,0,0,99.8
725,Carolina Panthers,DST,CAR,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,9.7,40.7,13.1,369.2,5576.40,0,0,0,99.3
726,Denver Broncos,DST,DEN,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1,8.9,41.3,15.1,369,5675.80,0,0,0,98.9
727,Atlanta Falcons,DST,ATL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2,9.9,34.7,16.2,378.6,5843.80,0,0,0,98
728,Arizona Cardinals,DST,ARI,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,10,41,15.6,412.9,5836.00,0,0,0,97.8
729,Chicago Bears,DST,CHI,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,9.5,35.9,14.6,401.7,6256.50,0,0,0,93.3
730,Las Vegas Raiders,DST,LV,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,9,36.6,13.8,419.1,6101.90,0,0,0,90.1